N,종목명,현재가,전일비,등락률,액면가,PER,ROE,PBR,유보율
300.0,동아에스티,71300.0,1300.0,+1.86%,5000.0,31.49,2.04,0.9,1175.2
301.0,KODEX MSCI Korea TR,11555.0,50.0,-0.43%,0.0,,,,
302.0,TIGER 차이나항셍테크,6260.0,85.0,-1.34%,0.0,,,,
303.0,대한해운,1911.0,2.0,-0.10%,500.0,4.6,11.21,0.37,625.4
304.0,삼양홀딩스,70900.0,900.0,+1.29%,5000.0,12.95,4.01,0.3,3792.7
305.0,LX홀딩스,7890.0,50.0,+0.64%,1000.0,13.24,,0.37,1938.5
306.0,TIGER 24-10 회사채(A+이상)액티브,53060.0,15.0,+0.03%,0.0,,,,
307.0,동양생명,3685.0,25.0,+0.68%,5000.0,3.73,2.99,0.19,144.2
308.0,KG케미칼,42850.0,1250.0,+3.00%,5000.0,1.93,47.97,0.72,1062.8
309.0,동국제강,11970.0,680.0,-5.38%,5000.0,,,,
310.0,동아쏘시오홀딩스,93500.0,300.0,-0.32%,5000.0,23.47,1.15,0.59,3470.0
311.0,케이카,12310.0,150.0,-1.20%,500.0,19.32,11.65,2.43,906.2
312.0,한국단자,56800.0,1100.0,+1.97%,500.0,9.62,5.69,0.65,16550.9
313.0,SPC삼립,68400.0,700.0,+1.03%,5000.0,10.94,14.7,1.44,873.3
314.0,KOSEF 200TR,42245.0,120.0,-0.28%,0.0,,,,
315.0,ACE 미국S&P500,14960.0,35.0,+0.23%,0.0,,,,
316.0,화신,16580.0,1020.0,+6.56%,500.0,7.16,23.0,1.4,2005.1
317.0,SK렌터카,12220.0,420.0,+3.56%,500.0,28.09,4.15,1.07,2501.9
318.0,고려제강,23000.0,800.0,-3.36%,1000.0,9.67,5.18,0.35,6832.7
319.0,바이오노트,5630.0,30.0,-0.53%,500.0,14.59,21.48,0.37,3037.1
320.0,QV 코스피 변동성 매칭형 양매도 ETN,8100.0,20.0,+0.25%,0.0,,,,
321.0,DI동일,21750.0,100.0,+0.46%,500.0,13.91,9.37,0.71,4777.0
322.0,KBSTAR 23-11 회사채(AA-이상)액티브,51785.0,5.0,+0.01%,0.0,,,,
323.0,삼성화재우,176800.0,900.0,+0.51%,500.0,6.19,,0.57,
324.0,쿠쿠홀딩스,15860.0,160.0,-1.00%,100.0,4.74,12.72,0.5,45997.2
325.0,동원F&B,29100.0,750.0,+2.65%,1000.0,5.62,10.8,0.62,4615.6
326.0,TIGER 단기채권액티브,52385.0,20.0,+0.04%,0.0,,,,
327.0,신성이엔지,2720.0,200.0,+7.94%,500.0,10.19,16.3,2.36,123.4
328.0,한화투자증권,2605.0,15.0,+0.58%,5000.0,-10.06,-3.2,0.35,42.7
329.0,티웨이항공,2775.0,15.0,+0.54%,500.0,-15.86,-222.35,5.67,-43.4
330.0,지누스,29300.0,200.0,+0.69%,500.0,33.91,5.32,0.84,6415.4
331.0,HANARO 200,34075.0,100.0,-0.29%,0.0,,,,
332.0,신한 레버리지 WTI원유 선물 ETN(H),1095.0,50.0,-4.37%,0.0,,,,
333.0,KODEX Fn Top10동일가중,8325.0,55.0,-0.66%,0.0,,,,
334.0,롯데손해보험,1740.0,8.0,+0.46%,1000.0,-82.86,-8.7,0.38,44.9
335.0,유안타증권,2690.0,40.0,+1.51%,5000.0,12.01,2.93,0.35,51.9
336.0,KODEX 미국S&P500TR,13320.0,30.0,+0.23%,0.0,,,,
337.0,신한알파리츠,6000.0,110.0,-1.80%,1000.0,51.72,2.68,1.15,440.4
338.0,KODEX 선진국MSCI World,22740.0,70.0,+0.31%,0.0,,,,
339.0,신영증권,55600.0,0.0,0.00%,5000.0,5.48,6.66,0.29,1989.1
340.0,화승엔터프라이즈,8600.0,520.0,-5.70%,500.0,-44.79,-1.86,0.94,1118.9
341.0,현대홈쇼핑,43100.0,0.0,0.00%,5000.0,4.14,4.5,0.25,3281.1
342.0,LS네트웍스,6550.0,10.0,-0.15%,5000.0,85.06,-0.43,0.85,59.0
343.0,KODEX Top5PlusTR,18260.0,90.0,-0.49%,0.0,,,,
344.0,부광약품,7120.0,90.0,-1.25%,500.0,-96.22,-0.93,1.88,729.0
345.0,쿠쿠홈시스,22500.0,200.0,+0.90%,100.0,4.4,17.66,0.7,31135.9
346.0,미래에셋증권2우B,3590.0,25.0,-0.69%,5000.0,4.03,,0.2,
347.0,STX,16300.0,220.0,+1.37%,2500.0,-29.0,-23.17,9.48,384.9
348.0,엠씨넥스,27900.0,350.0,+1.27%,500.0,20.82,7.56,1.59,3324.4
349.0,KBSTAR 단기통안채,108655.0,20.0,+0.02%,0.0,,,,
350.0,KODEX 반도체,32695.0,85.0,-0.26%,0.0,,,,
351.0,삼천리,120500.0,900.0,-0.74%,5000.0,6.52,3.58,0.28,7097.2
352.0,KODEX 미국나스닥100TR,13300.0,60.0,+0.45%,0.0,,,,
353.0,SBS,26700.0,950.0,+3.69%,5000.0,4.19,20.64,0.58,809.2
354.0,ACE 종합채권(AA-이상)KIS액티브,95640.0,155.0,-0.16%,0.0,,,,
355.0,삼성SDI우,301000.0,1500.0,+0.50%,5000.0,10.41,,1.17,
356.0,조선내화,41000.0,650.0,-1.56%,500.0,,,,
357.0,한섬,19680.0,110.0,-0.56%,500.0,3.88,9.56,0.32,10963.6
358.0,유나이티드제약,29800.0,250.0,+0.85%,500.0,10.03,14.18,1.26,4360.4
359.0,TIGER Fn반도체TOP10,9055.0,85.0,-0.93%,0.0,,,,
360.0,흥아해운,2005.0,35.0,-1.72%,500.0,16.85,19.41,3.41,32.7
361.0,ACE 미국나스닥100,15390.0,70.0,+0.46%,0.0,,,,
362.0,영진약품,2610.0,40.0,-1.51%,500.0,-23.1,-22.55,5.32,-1.7
363.0,일동제약,17790.0,40.0,-0.22%,1000.0,-15.55,-82.28,2.64,620.0
364.0,NICE,12550.0,270.0,+2.20%,500.0,14.9,4.9,0.59,4017.2
365.0,엘브이엠씨홀딩스,2750.0,30.0,+1.10%,0.0,-9.42,-9.2,1.05,1257.6
366.0,코람코에너지리츠,5300.0,0.0,0.00%,500.0,19.7,2.8,1.03,950.6
367.0,한화손해보험,4015.0,65.0,+1.65%,5000.0,2.06,27.68,0.19,-65.4
368.0,빙그레,47400.0,1000.0,+2.16%,5000.0,14.15,4.53,0.73,1109.8
369.0,SK디앤디,21000.0,150.0,+0.72%,1000.0,10.4,11.47,0.74,2754.2
370.0,KODEX 코스닥150,14580.0,130.0,-0.88%,0.0,,,,
371.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9135.0,85.0,-0.92%,0.0,,,,
372.0,KODEX 미국FANG플러스(H),28375.0,120.0,-0.42%,0.0,,,,
373.0,국도화학,51100.0,200.0,-0.39%,5000.0,8.85,9.03,0.51,1816.9
374.0,삼성 인버스 2X 천연가스 선물 ETN C,45885.0,5690.0,+14.16%,0.0,,,,
375.0,이수화학,20100.0,100.0,+0.50%,5000.0,64.84,9.41,2.97,114.5
376.0,ACE 200,34260.0,40.0,-0.12%,0.0,,,,
377.0,LX하우시스,49900.0,150.0,+0.30%,5000.0,-4.56,-14.25,0.63,1483.6
378.0,이엔플러스,6570.0,90.0,-1.35%,500.0,-8.61,-53.0,6.94,113.6
379.0,쏘카,13340.0,120.0,+0.91%,100.0,-22.38,-9.1,1.83,7267.2
380.0,케이씨텍,20950.0,150.0,-0.71%,500.0,9.77,13.66,1.0,4080.6
381.0,송원산업,18200.0,190.0,+1.05%,500.0,4.41,21.53,0.63,5604.5
382.0,파미셀,7250.0,30.0,+0.42%,500.0,65.32,15.16,5.41,166.0
383.0,세아홀딩스,108300.0,700.0,-0.64%,5000.0,3.31,6.14,0.2,10270.6
384.0,CJ CGV,9000.0,150.0,-1.64%,500.0,-5.7,-55.24,1.81,-2238.9
385.0,KODEX 단기변동금리부채권액티브,107635.0,30.0,+0.03%,0.0,,,,
386.0,세아제강,149800.0,500.0,-0.33%,5000.0,2.42,21.12,0.48,5763.2
387.0,LF,14530.0,120.0,+0.83%,5000.0,3.54,10.86,0.28,918.7
388.0,LG생활건강우,202000.0,3000.0,-1.46%,5000.0,16.39,,0.63,
389.0,삼화콘덴서,40750.0,550.0,+1.37%,1000.0,15.35,13.69,1.84,2011.9
390.0,TIGER 미국달러단기채권액티브,11590.0,65.0,+0.56%,0.0,,,,
391.0,삼양사,40750.0,650.0,+1.62%,5000.0,6.51,5.33,0.3,2333.8
392.0,현대그린푸드,12360.0,230.0,+1.90%,500.0,,,0.69,
393.0,TIGER 24-04 회사채(A+이상)액티브,50820.0,5.0,+0.01%,0.0,,,,
394.0,롯데정보통신,26700.0,300.0,+1.14%,5000.0,11.43,7.11,0.96,569.8
395.0,유니퀘스트,15650.0,80.0,+0.51%,500.0,11.86,15.17,1.16,2372.2
396.0,아모레퍼시픽우,38750.0,50.0,+0.13%,500.0,25.65,,0.55,
397.0,E1,59600.0,1800.0,+3.11%,5000.0,1.98,10.31,0.22,4298.2
398.0,풀무원,10560.0,320.0,+3.13%,500.0,-23.89,-4.23,1.17,1278.2
399.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,-50.08,86.63,13.3,-104.0
400.0,남해화학,8000.0,20.0,+0.25%,1000.0,30.89,9.65,0.75,943.5
401.0,ARIRANG 국고채30년액티브,92190.0,835.0,-0.90%,0.0,,,,
402.0,아세아시멘트,10010.0,100.0,+1.01%,500.0,5.44,6.79,0.41,4847.9
403.0,유진투자증권,4025.0,230.0,+6.06%,5000.0,12.66,1.62,0.37,83.5
404.0,HD현대에너지솔루션,34750.0,1050.0,+3.12%,5000.0,6.59,17.27,1.03,572.9
405.0,알루코,4200.0,260.0,+6.60%,500.0,20.29,5.99,1.52,425.9
406.0,코리아써키트,16430.0,80.0,+0.49%,500.0,12.99,15.53,0.97,3378.4
407.0,삼성FN리츠,5020.0,0.0,0.00%,500.0,-557.78,,1.02,888.1
408.0,에어부산,3325.0,5.0,+0.15%,1000.0,-4.29,-116.96,2.77,-0.7
409.0,한국자산신탁,3125.0,5.0,+0.16%,500.0,2.74,12.15,0.39,1424.5
410.0,SGC에너지,26300.0,300.0,+1.15%,5000.0,4.53,17.44,0.56,887.2
411.0,신영증권우,54700.0,200.0,-0.36%,5000.0,5.4,,0.29,
412.0,유니드,57000.0,400.0,+0.71%,5000.0,5.88,13.1,0.42,3077.5
413.0,KOSEF 200,34070.0,85.0,-0.25%,0.0,,,,
414.0,DB,1896.0,13.0,-0.68%,500.0,25.62,1.58,0.79,222.1
415.0,조일알미늄,3005.0,0.0,0.00%,500.0,-231.15,10.08,2.04,195.2
416.0,잇츠한불,17250.0,670.0,+4.04%,500.0,-99.71,-1.83,0.82,3259.4
417.0,대원강업,6100.0,190.0,+3.21%,500.0,13.44,3.99,0.77,1501.3
418.0,맵스리얼티1,4070.0,40.0,+0.99%,0.0,,,,
419.0,HL홀딩스,36700.0,650.0,+1.80%,5000.0,101.1,0.31,0.35,1823.7
420.0,서울가스,74400.0,1000.0,+1.36%,5000.0,25.3,1.7,0.27,3036.8
421.0,포스코스틸리온,61200.0,1400.0,-2.24%,5000.0,56.77,6.84,1.08,1038.6
422.0,한화리츠,5200.0,20.0,+0.39%,500.0,,,,895.7
423.0,티와이홀딩스,7270.0,30.0,-0.41%,500.0,5.92,6.31,0.18,6023.7
424.0,TIGER KRX2차전지K-뉴딜,19955.0,300.0,-1.48%,0.0,,,,
425.0,KB스타리츠,3600.0,85.0,-2.31%,500.0,,,,853.6
426.0,TIGER 25-10 회사채(A+이상)액티브,50585.0,5.0,+0.01%,0.0,,,,
427.0,아세아,170500.0,0.0,0.00%,5000.0,4.35,8.89,0.31,13468.1
428.0,YG PLUS,5710.0,60.0,+1.06%,500.0,25.27,8.39,2.39,343.1
429.0,대원제약,16470.0,30.0,+0.18%,500.0,11.6,13.59,1.36,2307.2
430.0,KEC,1799.0,15.0,+0.84%,500.0,26.85,7.67,0.97,228.6
431.0,HDC,6020.0,20.0,+0.33%,5000.0,5.38,-0.21,0.13,1406.8
432.0,광동제약,6820.0,150.0,-2.15%,1000.0,11.68,4.76,0.53,971.2
433.0,STX중공업,12490.0,430.0,+3.57%,2500.0,22.46,8.17,1.86,510.9
434.0,BGF,3720.0,95.0,+2.62%,1000.0,8.29,1.5,0.22,1574.7
435.0,일진전기,9600.0,270.0,+2.89%,1000.0,14.86,7.25,1.01,828.4
436.0,에이프로젠바이오로직스,534.0,78.0,-12.75%,500.0,38.14,1.69,0.73,110.3
437.0,KODEX 23-12 국고채액티브,10290.0,5.0,+0.05%,0.0,,,,
438.0,진원생명과학,4535.0,125.0,-2.68%,1000.0,-7.55,-19.67,1.99,99.2
439.0,아세아제지,39200.0,150.0,+0.38%,5000.0,4.06,12.43,0.43,1696.3
440.0,백광산업,7790.0,0.0,0.00%,500.0,16.75,10.87,1.61,517.5
441.0,SOL 종합채권(AA-이상)액티브,101190.0,175.0,-0.17%,0.0,,,,
442.0,세진중공업,6100.0,60.0,-0.97%,500.0,26.64,7.09,2.25,451.9
443.0,퍼시스,30150.0,50.0,-0.17%,1000.0,15.14,,0.56,3798.6
444.0,풍산홀딩스,34650.0,350.0,+1.02%,5000.0,5.03,7.94,0.34,1518.2
445.0,KBSTAR KIS국고채30년Enhanced,66230.0,645.0,-0.96%,0.0,,,,
446.0,미래에셋 레버리지 원유선물혼합 ETN(H),8340.0,320.0,-3.70%,0.0,,,,
447.0,대신증권우,13140.0,10.0,+0.08%,5000.0,11.41,,0.33,
448.0,이아이디,1392.0,0.0,0.00%,200.0,-1.54,-47.66,0.98,771.9
449.0,TIGER 글로벌자율주행&전기차SOLACTIVE,10970.0,115.0,-1.04%,0.0,,,,
450.0,교보증권,5230.0,0.0,0.00%,5000.0,4.69,2.93,0.21,385.0
451.0,HJ중공업,4060.0,5.0,+0.12%,5000.0,-5.19,-12.28,0.94,-83.2
452.0,콘텐트리중앙,17500.0,190.0,-1.07%,5000.0,-5.23,-23.94,2.28,68.0
453.0,신도리코,33400.0,200.0,+0.60%,5000.0,7.46,4.73,0.3,1856.7
454.0,한일홀딩스,10900.0,180.0,-1.62%,1000.0,2.9,6.4,0.24,7424.2
455.0,일양약품,17570.0,40.0,-0.23%,2500.0,21.27,8.39,1.49,281.4
456.0,효성화학,104800.0,3000.0,+2.95%,5000.0,-0.76,-135.41,10.1,360.8
457.0,한화3우B,14720.0,10.0,+0.07%,5000.0,0.87,,0.13,
458.0,STX엔진,14370.0,10.0,+0.07%,2500.0,-14.77,-9.81,1.54,74.7
459.0,조광피혁,49500.0,250.0,-0.50%,5000.0,40.28,1.61,0.44,760.9
460.0,현대퓨처넷,2985.0,0.0,0.00%,500.0,426.43,-0.71,0.44,1360.2
461.0,한일현대시멘트,17000.0,60.0,-0.35%,5000.0,6.83,10.38,0.91,276.1
462.0,남선알미늄,2545.0,50.0,+2.00%,500.0,16.97,10.3,1.06,373.0
463.0,남양유업,456000.0,14500.0,+3.28%,5000.0,-5.25,-10.12,0.54,17066.7
464.0,한진,21900.0,0.0,0.00%,5000.0,11.16,3.64,0.23,1285.8
465.0,웰바이오텍,3595.0,105.0,-2.84%,500.0,-22.75,-17.91,6.66,4.0
466.0,삼진제약,23500.0,100.0,+0.43%,1000.0,12.45,,1.14,2002.1
467.0,ACE 국고채10년,85915.0,240.0,-0.28%,0.0,,,,
468.0,서흥,28150.0,50.0,-0.18%,500.0,12.26,8.4,0.73,7257.3
469.0,KODEX ESG종합채권(A-이상)액티브,104040.0,0.0,0.00%,0.0,,,,
470.0,LS전선아시아,10550.0,220.0,-2.04%,500.0,-65.12,-1.27,2.18,846.7
471.0,농심홀딩스,69200.0,1600.0,+2.37%,5000.0,8.55,3.23,0.29,4470.2
472.0,SNT다이내믹스,9640.0,210.0,+2.23%,2500.0,11.13,3.51,0.33,776.5
473.0,일성신약,24100.0,200.0,+0.84%,1000.0,2.67,26.59,0.41,3931.8
474.0,KODEX 은행,6105.0,35.0,+0.58%,0.0,,,,
475.0,한국토지신탁,1262.0,2.0,+0.16%,1000.0,66.42,2.36,0.28,324.8
476.0,코오롱플라스틱,8310.0,10.0,+0.12%,1000.0,8.53,14.98,1.22,572.4
477.0,대한제강,12800.0,170.0,+1.35%,1000.0,3.92,18.5,0.34,3094.1
478.0,이리츠코크렙,4950.0,50.0,-1.00%,500.0,16.78,3.8,1.34,663.0
479.0,스카이라이프,6540.0,30.0,+0.46%,2500.0,23.78,2.77,0.38,593.4
480.0,LG헬로비전,4035.0,25.0,+0.62%,2500.0,-13.77,-4.07,0.5,223.1
481.0,JW홀딩스,4265.0,20.0,+0.47%,500.0,9.33,22.13,2.53,256.1
482.0,아이마켓코리아,9240.0,150.0,+1.65%,500.0,14.57,6.16,0.82,1992.5
483.0,KODEX 국고채3년,57635.0,20.0,-0.03%,0.0,,,,
484.0,메리츠 KIS CD금리투자 ETN,50680.0,0.0,0.00%,0.0,,,,
485.0,TRUE KIS CD금리투자 ETN,50675.0,0.0,0.00%,0.0,,,,
486.0,SK증권,643.0,3.0,+0.47%,500.0,42.87,1.52,0.43,186.1
487.0,SIMPAC,4630.0,25.0,+0.54%,500.0,7.04,13.28,0.42,1852.6
488.0,제주은행,9370.0,30.0,-0.32%,5000.0,15.06,4.4,0.57,224.8
489.0,휴스틸,5350.0,570.0,-9.63%,1000.0,0.96,29.59,0.32,1150.8
490.0,이연제약,16630.0,170.0,-1.01%,500.0,40.76,3.02,1.23,2639.8
491.0,TIGER 미국배당다우존스,10530.0,35.0,+0.33%,0.0,,,,
492.0,락앤락,5930.0,130.0,+2.24%,500.0,-14.79,-2.38,0.49,2076.1
493.0,현대코퍼레이션,22500.0,350.0,-1.53%,5000.0,3.65,19.83,0.59,870.1
494.0,KODEX 코스피,26320.0,165.0,-0.62%,0.0,,,,
495.0,TIGER 중장기국채,48430.0,50.0,-0.10%,0.0,,,,
496.0,모토닉,8980.0,120.0,+1.35%,500.0,15.89,5.06,0.45,2638.5
497.0,동화약품,10520.0,90.0,-0.85%,1000.0,10.62,5.73,0.78,1215.5
498.0,지역난방공사,25300.0,550.0,-2.13%,5000.0,-1.99,-10.55,0.19,2320.4
499.0,한국콜마홀딩스,15730.0,350.0,+2.28%,500.0,-30.78,-0.98,0.47,6566.4
500.0,수산인더스트리,20450.0,400.0,+2.00%,200.0,5.81,11.47,0.63,15836.6
501.0,ACE 베트남VN30(합성),19460.0,70.0,-0.36%,0.0,,,,
502.0,삼성 인버스 2X 코스닥150 선물 ETN,7295.0,135.0,+1.89%,0.0,,,,
503.0,KISCO홀딩스,17900.0,130.0,-0.72%,1000.0,3.78,7.99,0.23,4424.7
504.0,스틱인베스트먼트,6940.0,160.0,+2.36%,500.0,26.69,,1.11,1105.5
505.0,한국쉘석유,222000.0,2000.0,+0.91%,5000.0,10.32,24.02,2.91,1513.7
506.0,TYM,6400.0,130.0,+2.07%,2500.0,2.95,33.53,0.77,297.8
507.0,환인제약,15140.0,30.0,-0.20%,500.0,12.4,7.36,0.69,3459.8
508.0,한미글로벌,25600.0,100.0,+0.39%,500.0,10.85,15.11,1.46,3372.9
509.0,TIGER 리츠부동산인프라,4380.0,30.0,+0.69%,0.0,,,,
510.0,웅진씽크빅,2415.0,20.0,+0.84%,500.0,-345.0,0.85,0.8,603.2
511.0,도화엔지니어링,8260.0,30.0,+0.36%,500.0,135.41,0.62,1.06,1522.2
512.0,에스엠벡셀,2500.0,180.0,+7.76%,500.0,13.09,18.57,3.46,20.5
513.0,CR홀딩스,9740.0,120.0,-1.22%,500.0,13.51,6.03,0.45,3414.0
514.0,대한제당,3055.0,45.0,+1.50%,500.0,7.17,4.87,0.55,762.8
515.0,신성통상,1898.0,40.0,+2.15%,500.0,3.15,25.2,0.69,378.9
516.0,AK홀딩스,20550.0,350.0,+1.73%,5000.0,-45.46,-10.6,0.46,725.5
517.0,종근당홀딩스,54200.0,100.0,+0.18%,2500.0,26.29,0.2,0.49,4289.7
518.0,한전산업,8280.0,10.0,-0.12%,500.0,17.32,17.93,2.91,488.7
519.0,TIGER 미국S&P500선물(H),51075.0,200.0,-0.39%,0.0,,,,
520.0,KODEX 미국채울트라30년선물(H),8195.0,95.0,-1.15%,0.0,,,,
521.0,KODEX 미국달러SOFR금리액티브(합성),10345.0,50.0,+0.49%,0.0,,,,
522.0,현대차증권,8400.0,50.0,+0.60%,5000.0,4.28,7.3,0.26,532.0
523.0,BYC,425500.0,1000.0,-0.23%,5000.0,10.05,7.08,0.68,12188.8
524.0,ACE 미국30년국채액티브(H),8975.0,100.0,-1.10%,0.0,,,,
525.0,동국씨엠,8880.0,120.0,-1.33%,5000.0,,,,
526.0,한화갤러리아,1368.0,5.0,+0.37%,500.0,,,0.31,
527.0,DL건설,12020.0,160.0,+1.35%,5000.0,4.59,5.67,0.28,757.4
528.0,SNT홀딩스,16200.0,200.0,+1.25%,500.0,4.16,5.31,0.23,12057.7
529.0,CJ4우(전환),62400.0,1100.0,-1.73%,5000.0,17.07,,0.4,
530.0,SOL 미국배당다우존스,9670.0,40.0,+0.42%,0.0,,,,
531.0,제일약품,17850.0,410.0,-2.25%,500.0,74.38,-8.03,1.53,1835.8
532.0,삼익THK,12460.0,340.0,+2.81%,500.0,21.45,,1.26,1831.7
533.0,광주신세계,32800.0,50.0,-0.15%,1000.0,4.55,7.42,0.33,9793.2
534.0,대동,10790.0,0.0,0.00%,1000.0,5.46,11.11,0.68,1211.4
535.0,경방,9450.0,0.0,0.00%,500.0,-17.76,0.59,0.31,5633.7
536.0,KBSTAR 미국나스닥100,14885.0,55.0,+0.37%,0.0,,,,
537.0,삼양패키징,16360.0,290.0,+1.80%,5000.0,23.21,,0.74,357.5
538.0,KBSTAR Fn수소경제테마,9745.0,65.0,+0.67%,0.0,,,,
539.0,SOL 반도체소부장Fn,12080.0,55.0,+0.46%,0.0,,,,
540.0,한솔제지,10730.0,100.0,+0.94%,5000.0,4.88,10.39,0.35,453.0
541.0,사조대림,27800.0,800.0,+2.96%,5000.0,3.38,15.48,0.4,1072.7
542.0,한국철강,6000.0,60.0,-0.99%,1000.0,3.56,10.55,0.29,1688.7
543.0,하나제약,14300.0,110.0,-0.76%,500.0,10.81,9.34,0.95,2967.2
544.0,대상홀딩스,6970.0,80.0,+1.16%,1000.0,7.24,4.47,0.35,1965.0
545.0,케이씨,18610.0,10.0,-0.05%,500.0,2.67,14.47,0.31,10070.1
546.0,KODEX 삼성그룹밸류,9250.0,55.0,+0.60%,0.0,,,,
547.0,대성홀딩스,15450.0,60.0,-0.39%,1000.0,1.69,0.76,0.38,3255.0
548.0,동양,1041.0,26.0,+2.56%,500.0,26.69,-0.56,0.25,711.2
549.0,롯데하이마트,10430.0,70.0,-0.67%,5000.0,-0.46,-33.81,0.19,1012.6
550.0,한농화성,15620.0,210.0,+1.36%,500.0,51.89,5.71,1.59,1864.7
551.0,코오롱모빌리티그룹,3865.0,5.0,+0.13%,500.0,,,1.36,
552.0,현대차3우B,100500.0,300.0,+0.30%,5000.0,3.06,,0.31,
553.0,일진다이아,16950.0,110.0,+0.65%,1000.0,-50.15,-1.65,0.6,2854.6
554.0,신세계 I&C,13900.0,40.0,+0.29%,500.0,2.8,,0.5,4580.9
555.0,한국금융지주우,40550.0,250.0,+0.62%,5000.0,3.96,,0.3,
556.0,성신양회,9650.0,40.0,-0.41%,5000.0,-9.46,-6.56,0.62,189.2
557.0,세방,12230.0,50.0,-0.41%,500.0,2.95,11.12,0.26,8467.3
558.0,아주스틸,8920.0,60.0,-0.67%,500.0,-14.62,0.56,1.01,1603.6
559.0,ARIRANG 종합채권(AA-이상)액티브,101955.0,250.0,-0.24%,0.0,,,,
560.0,코오롱,18590.0,80.0,+0.43%,5000.0,2.27,15.38,0.26,1374.1
561.0,SOL 2차전지소부장Fn,10375.0,180.0,-1.71%,0.0,,,,
562.0,다올투자증권,3835.0,35.0,+0.92%,5000.0,4.63,9.38,0.35,147.6
563.0,동성케미컬,4680.0,10.0,+0.21%,1000.0,5.51,9.69,0.61,659.5
564.0,KIB플러그에너지,980.0,62.0,+6.75%,500.0,16.07,10.85,1.93,-4.9
565.0,KBSTAR 비메모리반도체액티브,10345.0,40.0,+0.39%,0.0,,,,
566.0,ARIRANG 국고채10년액티브,49460.0,160.0,-0.32%,0.0,,,,
567.0,코오롱글로벌,12230.0,10.0,+0.08%,5000.0,2.34,25.0,0.41,350.4
568.0,현대지에프홀딩스,3625.0,95.0,+2.69%,500.0,2.48,3.06,0.16,3551.4
569.0,부국증권,22300.0,350.0,+1.59%,5000.0,6.35,6.25,0.28,1026.9
570.0,삼영무역,12500.0,210.0,+1.71%,500.0,4.2,12.23,0.47,4849.4
571.0,TIGER 반도체,34090.0,55.0,-0.16%,0.0,,,,
572.0,KBSTAR 미국S&P500,12945.0,45.0,+0.35%,0.0,,,,
573.0,JW생명과학,14540.0,130.0,+0.90%,2500.0,12.8,11.01,1.61,271.5
574.0,TIGER 차이나CSI300,9470.0,130.0,-1.35%,0.0,,,,
575.0,일신방직,9780.0,270.0,+2.84%,500.0,2.18,13.8,0.25,7329.6
576.0,에이블씨엔씨,8710.0,440.0,-4.81%,500.0,45.84,0.82,1.91,1256.2
577.0,대덕,6660.0,30.0,+0.45%,500.0,14.11,3.21,0.39,3431.5
578.0,넥센,4215.0,50.0,+1.20%,500.0,24.51,1.57,0.2,3822.0
579.0,TIGER 일본니케이225,18000.0,110.0,+0.61%,0.0,,,,
580.0,대교,2650.0,5.0,+0.19%,500.0,-2.19,-29.64,0.55,853.8
581.0,신대양제지,5560.0,20.0,+0.36%,500.0,4.34,8.99,0.36,2823.6
582.0,NPC,6090.0,70.0,+1.16%,500.0,6.69,8.44,0.71,1497.4
583.0,대한제분,132200.0,1200.0,+0.92%,5000.0,4.94,4.58,0.24,10780.8
584.0,KBSTAR ESG사회책임투자,10785.0,5.0,+0.05%,0.0,,,,
585.0,두산우,55700.0,800.0,+1.46%,5000.0,-1.65,,0.56,
586.0,유니켐,2555.0,80.0,+3.23%,500.0,134.47,2.04,1.55,175.9
587.0,GS글로벌,2660.0,35.0,+1.33%,2500.0,3.24,19.28,0.53,91.6
588.0,키다리스튜디오,5920.0,10.0,-0.17%,500.0,-91.08,-1.14,0.81,1301.9
589.0,미원홀딩스,94200.0,100.0,+0.11%,500.0,13.59,9.54,0.96,16801.6
590.0,TIGER 23-12 국공채액티브,205970.0,45.0,+0.02%,0.0,,,,
591.0,한솔테크닉스,6700.0,40.0,+0.60%,5000.0,8.35,5.04,0.66,99.6
592.0,무림P&P,3445.0,15.0,+0.44%,2500.0,4.67,7.11,0.33,319.8
593.0,TIGER 헬스케어,28375.0,35.0,-0.12%,0.0,,,,
594.0,덕양산업,6580.0,30.0,-0.45%,500.0,10.35,22.57,2.3,198.5
595.0,디아이,7560.0,20.0,+0.27%,500.0,21.18,9.97,1.31,816.4
596.0,ACE 단기통안채,102310.0,25.0,+0.02%,0.0,,,,
597.0,세종공업,7600.0,250.0,+3.40%,500.0,7.97,0.43,0.49,2816.9
598.0,KPX홀딩스,49800.0,100.0,-0.20%,5000.0,14.4,1.08,0.23,3874.7
599.0,대성에너지,7640.0,50.0,-0.65%,1000.0,123.23,-0.24,0.65,1052.7
600.0,KPX케미칼,43350.0,50.0,-0.12%,5000.0,5.41,4.97,0.34,2308.1
601.0,대창단조,7330.0,10.0,+0.14%,500.0,5.24,16.29,0.78,1685.5
602.0,자이에스앤디,5380.0,30.0,-0.55%,1000.0,2.64,24.11,0.53,908.8
603.0,HDC랩스,8000.0,150.0,+1.91%,500.0,16.77,4.72,0.74,2113.7
604.0,일진홀딩스,4205.0,60.0,+1.45%,1000.0,12.15,4.34,0.45,807.2
605.0,하이트진로홀딩스,8940.0,90.0,-1.00%,5000.0,9.49,5.62,0.35,1028.0
