N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
315.0,화신,16900.0,320.0,-1.86%,500.0,16903.0,10046.0,874.0
316.0,ACE 미국S&P500,14820.0,100.0,-0.67%,0.0,,,
317.0,동양생명,3615.0,10.0,+0.28%,5000.0,102796.0,374202.0,1299.0
318.0,KODEX 미국S&P500TR,13195.0,95.0,-0.71%,0.0,,,
319.0,SPC삼립,66500.0,300.0,+0.45%,5000.0,33145.0,12954.0,895.0
320.0,KODEX CD금리액티브(합성),1006920.0,310.0,+0.03%,0.0,,,
321.0,QV 코스피 변동성 매칭형 양매도 ETN,8065.0,0.0,0.00%,0.0,,,
322.0,HANARO 200,34315.0,210.0,-0.61%,0.0,,,
323.0,KODEX 코스닥150,15115.0,405.0,+2.75%,0.0,,,
324.0,한화투자증권,2590.0,35.0,+1.37%,5000.0,21143.0,121112.0,344.0
325.0,삼성 레버리지 WTI원유 선물 ETN,1375.0,95.0,-6.46%,0.0,,,
326.0,KODEX Fn Top10동일가중,8435.0,0.0,0.00%,0.0,,,
327.0,삼성화재우,173200.0,200.0,+0.12%,500.0,,,
328.0,신한알파리츠,6240.0,20.0,+0.32%,1000.0,505.0,19241.0,305.0
329.0,DI동일,21100.0,500.0,-2.31%,500.0,9137.0,10003.0,448.0
330.0,쿠쿠홀딩스,15320.0,130.0,-0.84%,100.0,7556.0,11495.0,879.0
331.0,신성이엔지,2630.0,200.0,-7.07%,500.0,6641.0,5776.0,210.0
332.0,ACE 종합채권(AA-이상)KIS액티브,95590.0,65.0,-0.07%,0.0,,,
333.0,동아쏘시오홀딩스,84100.0,1400.0,+1.69%,5000.0,10149.0,17315.0,379.0
334.0,KOSEF 200,34315.0,210.0,-0.61%,0.0,,,
335.0,KBSTAR 단기통안채,108550.0,30.0,+0.03%,0.0,,,
336.0,한섬,21250.0,50.0,+0.24%,500.0,15422.0,16847.0,1683.0
337.0,유안타증권,2610.0,20.0,-0.76%,5000.0,24790.0,134199.0,433.0
338.0,신영증권,55500.0,400.0,-0.72%,5000.0,23535.0,101988.0,1156.0
339.0,동원F&B,26950.0,50.0,+0.19%,1000.0,40236.0,20717.0,1287.0
340.0,티웨이항공,2570.0,10.0,+0.39%,500.0,5258.0,10425.0,-1039.0
341.0,SK렌터카,10900.0,40.0,+0.37%,500.0,12465.0,33420.0,951.0
342.0,KODEX 선진국MSCI World,22445.0,115.0,-0.51%,0.0,,,
343.0,현대홈쇼핑,42250.0,300.0,-0.71%,5000.0,21017.0,27820.0,1106.0
344.0,롯데손해보험,1632.0,3.0,-0.18%,1000.0,36130.0,179258.0,-765.0
345.0,신한 레버리지 WTI원유 선물 ETN(H),1010.0,70.0,-6.48%,0.0,,,
346.0,삼성SDI우,311000.0,3000.0,-0.96%,5000.0,,,
347.0,화승엔터프라이즈,8290.0,90.0,+1.10%,500.0,16540.0,14758.0,528.0
348.0,미래에셋증권2우B,3585.0,5.0,+0.14%,5000.0,,,
349.0,KODEX 반도체,34105.0,240.0,+0.71%,0.0,,,
350.0,일동제약,18410.0,2050.0,+12.53%,1000.0,6377.0,6558.0,-735.0
351.0,TIGER Fn반도체TOP10,9495.0,25.0,-0.26%,0.0,,,
352.0,엠씨넥스,27400.0,550.0,-1.97%,500.0,11086.0,5389.0,107.0
353.0,지누스,26050.0,450.0,+1.76%,500.0,11596.0,11148.0,656.0
354.0,부광약품,6890.0,190.0,+2.84%,500.0,1909.0,4009.0,-2.0
355.0,쿠쿠홈시스,21750.0,50.0,+0.23%,100.0,9381.0,10170.0,1199.0
356.0,코람코에너지리츠,5500.0,0.0,0.00%,500.0,344.0,12796.0,236.0
357.0,KODEX 미국나스닥100TR,13235.0,185.0,-1.38%,0.0,,,
358.0,영진약품,2640.0,170.0,+6.88%,500.0,2184.0,2031.0,-74.0
359.0,STX,15660.0,3060.0,+24.29%,2500.0,11886.0,7418.0,-20.0
360.0,이수화학,21500.0,300.0,-1.38%,5000.0,22076.0,11881.0,360.0
361.0,이엔플러스,7100.0,0.0,0.00%,500.0,269.0,1203.0,-132.0
362.0,한화손해보험,4115.0,105.0,+2.62%,5000.0,84738.0,203827.0,2457.0
363.0,ACE 미국나스닥100,15315.0,210.0,-1.35%,0.0,,,
364.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9335.0,105.0,-1.11%,0.0,,,
365.0,SBS,26050.0,50.0,+0.19%,5000.0,11738.0,14079.0,1856.0
366.0,동아에스티,55100.0,1200.0,+2.23%,5000.0,6354.0,11577.0,167.0
367.0,유나이티드제약,29150.0,2400.0,+8.97%,500.0,2625.0,4179.0,482.0
368.0,LX하우시스,52600.0,300.0,-0.57%,5000.0,36112.0,24837.0,149.0
369.0,KODEX 미국FANG플러스(H),28840.0,740.0,-2.50%,0.0,,,
370.0,국도화학,52000.0,200.0,+0.39%,5000.0,16018.0,14991.0,969.0
371.0,흥아해운,1942.0,29.0,-1.47%,500.0,1779.0,3171.0,297.0
372.0,ACE 200,34490.0,230.0,-0.66%,0.0,,,
373.0,삼천리,113100.0,1500.0,+1.34%,5000.0,57891.0,50220.0,912.0
374.0,케이씨텍,21950.0,50.0,-0.23%,500.0,3782.0,4833.0,603.0
375.0,SK디앤디,20600.0,150.0,-0.72%,1000.0,5634.0,21916.0,643.0
376.0,엘브이엠씨홀딩스,2660.0,10.0,-0.37%,0.0,2493.0,6673.0,-144.0
377.0,빙그레,46200.0,100.0,-0.22%,5000.0,12677.0,7693.0,394.0
378.0,세아홀딩스,112200.0,2800.0,+2.56%,5000.0,67458.0,59200.0,1961.0
379.0,세아제강,154800.0,1500.0,-0.96%,5000.0,18018.0,14651.0,2152.0
380.0,쏘카,13220.0,50.0,+0.38%,100.0,3976.0,5857.0,95.0
381.0,삼화콘덴서,41650.0,2450.0,-5.56%,1000.0,2635.0,2875.0,305.0
382.0,KODEX 단기변동금리부채권액티브,107535.0,65.0,+0.06%,0.0,,,
383.0,송원산업,17700.0,100.0,+0.57%,500.0,13295.0,12173.0,1851.0
384.0,파미셀,7030.0,270.0,+3.99%,500.0,602.0,1127.0,89.0
385.0,CJ CGV,8780.0,200.0,-2.23%,500.0,12813.0,36015.0,-768.0
386.0,NICE,11030.0,0.0,0.00%,500.0,27529.0,33786.0,1452.0
387.0,삼양사,40450.0,150.0,-0.37%,5000.0,26524.0,29496.0,820.0
388.0,TIGER 미국달러단기채권액티브,11365.0,15.0,+0.13%,0.0,,,
389.0,유니퀘스트,15800.0,400.0,+2.60%,500.0,7395.0,6107.0,409.0
390.0,코리아써키트,17490.0,370.0,-2.07%,500.0,15969.0,12934.0,992.0
391.0,LF,14060.0,40.0,-0.28%,5000.0,19685.0,25840.0,1852.0
392.0,롯데정보통신,26400.0,200.0,-0.75%,5000.0,10477.0,8719.0,343.0
393.0,ARIRANG 국고채30년액티브,92635.0,250.0,-0.27%,0.0,,,
394.0,KB스타리츠,3955.0,5.0,-0.13%,500.0,325.0,10058.0,116.0
395.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,76.0,106.0,-30.0
396.0,LG생활건강우,190700.0,300.0,-0.16%,5000.0,,,
397.0,현대그린푸드,11770.0,0.0,0.00%,500.0,,,
398.0,DB,1975.0,25.0,-1.25%,500.0,4013.0,4143.0,236.0
399.0,아세아시멘트,10160.0,170.0,+1.70%,500.0,10401.0,20400.0,1180.0
400.0,대원강업,6370.0,550.0,-7.95%,500.0,10245.0,10104.0,221.0
401.0,포스코스틸리온,65800.0,2800.0,-4.08%,5000.0,12021.0,5545.0,382.0
402.0,유니드,58100.0,900.0,-1.53%,5000.0,14049.0,14893.0,1479.0
403.0,TIGER KRX2차전지K-뉴딜,21240.0,215.0,+1.02%,0.0,,,
404.0,삼성FN리츠,5030.0,30.0,-0.59%,500.0,90.0,7494.0,60.0
405.0,남해화학,7800.0,50.0,-0.64%,1000.0,21696.0,9029.0,626.0
406.0,신영증권우,54800.0,200.0,-0.36%,5000.0,,,
407.0,조일알미늄,3035.0,70.0,-2.25%,500.0,5624.0,3677.0,158.0
408.0,한국자산신탁,3075.0,30.0,+0.99%,500.0,2330.0,13638.0,1469.0
409.0,풀무원,10000.0,0.0,0.00%,500.0,28383.0,20492.0,263.0
410.0,CR홀딩스,13500.0,3440.0,-20.31%,500.0,7980.0,16204.0,226.0
411.0,아모레퍼시픽우,35900.0,1250.0,-3.36%,500.0,,,
412.0,E1,55100.0,600.0,-1.08%,5000.0,79908.0,43397.0,2787.0
413.0,맵스리얼티1,4060.0,20.0,-0.49%,0.0,,,
414.0,에이프로젠,1482.0,36.0,-2.37%,500.0,783.0,5999.0,-1193.0
415.0,한화리츠,5320.0,0.0,0.00%,500.0,193.0,7165.0,118.0
416.0,SGC에너지,25550.0,950.0,+3.86%,5000.0,28233.0,30544.0,2094.0
417.0,HL홀딩스,36100.0,500.0,-1.37%,5000.0,12771.0,22799.0,858.0
418.0,HD현대에너지솔루션,32700.0,800.0,-2.39%,5000.0,9848.0,6528.0,902.0
419.0,일진전기,9870.0,990.0,-9.12%,1000.0,11647.0,8395.0,315.0
420.0,KEC,1811.0,23.0,-1.25%,500.0,2562.0,4011.0,180.0
421.0,진원생명과학,4670.0,410.0,+9.62%,1000.0,487.0,2229.0,-401.0
422.0,풍산홀딩스,35750.0,550.0,-1.52%,5000.0,3877.0,11428.0,802.0
423.0,TIGER 25-10 회사채(A+이상)액티브,50545.0,20.0,+0.04%,0.0,,,
424.0,아세아,164400.0,2100.0,+1.29%,5000.0,20723.0,31824.0,2326.0
425.0,TIGER 글로벌자율주행&전기차SOLACTIVE,11390.0,145.0,-1.26%,0.0,,,
426.0,알루코,3810.0,25.0,-0.65%,500.0,6454.0,8169.0,346.0
427.0,효성화학,110500.0,8600.0,+8.44%,5000.0,28786.0,31311.0,-3367.0
428.0,에어부산,3020.0,60.0,+2.03%,1000.0,4050.0,12279.0,-813.0
429.0,서울가스,70300.0,300.0,-0.42%,5000.0,17245.0,18713.0,33.0
430.0,세진중공업,6180.0,120.0,-1.90%,500.0,4101.0,5518.0,249.0
431.0,HDC,5880.0,30.0,-0.51%,5000.0,50449.0,115923.0,1585.0
432.0,티와이홀딩스,6950.0,20.0,+0.29%,500.0,3536.0,22830.0,224.0
433.0,백광산업,7790.0,0.0,0.00%,500.0,2327.0,4032.0,279.0
434.0,SOL 종합채권(AA-이상)액티브,101245.0,25.0,+0.02%,0.0,,,
435.0,BGF,3650.0,20.0,+0.55%,1000.0,4350.0,19380.0,612.0
436.0,HJ중공업,4175.0,155.0,-3.58%,5000.0,17882.0,25677.0,66.0
437.0,아세아제지,38800.0,50.0,-0.13%,5000.0,10234.0,10349.0,1094.0
438.0,광동제약,6620.0,120.0,+1.85%,1000.0,14315.0,9320.0,382.0
439.0,유진투자증권,3580.0,45.0,+1.27%,5000.0,18216.0,80764.0,181.0
440.0,LS전선아시아,11300.0,810.0,+7.72%,500.0,8185.0,5067.0,275.0
441.0,퍼시스,30050.0,0.0,0.00%,1000.0,3813.0,5448.0,327.0
442.0,한일홀딩스,11200.0,200.0,-1.75%,1000.0,19656.0,32680.0,1325.0
443.0,KBSTAR KIS국고채30년Enhanced,66655.0,280.0,-0.42%,0.0,,,
444.0,대원제약,15600.0,600.0,+4.00%,500.0,4789.0,4536.0,430.0
445.0,콘텐트리중앙,17710.0,310.0,+1.78%,5000.0,8521.0,25881.0,-716.0
446.0,휴스틸,6070.0,20.0,-0.33%,1000.0,10309.0,12064.0,2892.0
447.0,이아이디,1392.0,0.0,0.00%,200.0,2692.0,5662.0,-128.0
448.0,대신증권우,13000.0,70.0,-0.54%,5000.0,,,
449.0,신도리코,33150.0,100.0,+0.30%,5000.0,3782.0,10385.0,-22.0
450.0,한화3우B,14840.0,20.0,-0.13%,5000.0,,,
451.0,STX중공업,11660.0,990.0,-7.83%,2500.0,1793.0,4163.0,113.0
452.0,조광피혁,50000.0,200.0,-0.40%,5000.0,1220.0,4420.0,5.0
453.0,교보증권,5140.0,20.0,-0.39%,5000.0,40659.0,134173.0,517.0
454.0,한일현대시멘트,17190.0,0.0,0.00%,5000.0,4712.0,6491.0,352.0
455.0,KODEX 은행,6135.0,70.0,-1.13%,0.0,,,
456.0,KODEX ESG종합채권(A-이상)액티브,104020.0,0.0,0.00%,0.0,,,
457.0,대한제강,13140.0,0.0,0.00%,1000.0,21416.0,12205.0,2154.0
458.0,YG PLUS,5100.0,10.0,-0.20%,500.0,1402.0,2414.0,103.0
459.0,SNT다이내믹스,9720.0,190.0,-1.92%,2500.0,4080.0,9310.0,258.0
460.0,일양약품,16900.0,330.0,+1.99%,2500.0,3838.0,4982.0,404.0
461.0,이리츠코크렙,5090.0,10.0,-0.20%,500.0,217.0,6930.0,167.0
462.0,TIGER 24-04 회사채(A+이상)액티브,50790.0,30.0,+0.06%,0.0,,,
463.0,일성신약,24200.0,300.0,-1.22%,1000.0,612.0,4944.0,13.0
464.0,남양유업,447000.0,5000.0,+1.13%,5000.0,9647.0,9023.0,-868.0
465.0,STX엔진,13980.0,120.0,-0.85%,2500.0,5440.0,8534.0,-88.0
466.0,코오롱플라스틱,8460.0,30.0,-0.35%,1000.0,5181.0,3870.0,460.0
467.0,삼진제약,22950.0,400.0,+1.77%,1000.0,2740.0,4066.0,232.0
468.0,현대코퍼레이션,24050.0,900.0,-3.61%,5000.0,61270.0,18313.0,668.0
469.0,미래에셋 레버리지 원유선물혼합 ETN(H),7720.0,525.0,-6.37%,0.0,,,
470.0,한국토지신탁,1252.0,0.0,0.00%,1000.0,2129.0,17181.0,533.0
471.0,서흥,27050.0,0.0,0.00%,500.0,6350.0,9264.0,620.0
472.0,남선알미늄,2415.0,20.0,+0.84%,500.0,2557.0,4012.0,-25.0
473.0,제주은행,9680.0,190.0,-1.93%,5000.0,2756.0,73203.0,270.0
474.0,LG헬로비전,4015.0,0.0,0.00%,2500.0,11679.0,14280.0,538.0
475.0,농심홀딩스,66900.0,200.0,+0.30%,5000.0,6746.0,13891.0,528.0
476.0,아이마켓코리아,9280.0,190.0,+2.09%,500.0,35882.0,12250.0,563.0
477.0,한진,20650.0,0.0,0.00%,5000.0,28494.0,40932.0,1145.0
478.0,SIMPAC,4655.0,80.0,-1.69%,500.0,6722.0,9651.0,1189.0
479.0,KODEX 국고채3년,57575.0,75.0,-0.13%,0.0,,,
480.0,TRUE KIS CD금리투자 ETN,50625.0,0.0,0.00%,0.0,,,
481.0,메리츠 KIS CD금리투자 ETN,50615.0,15.0,-0.03%,0.0,,,
482.0,스카이라이프,6260.0,20.0,+0.32%,2500.0,10342.0,13613.0,632.0
483.0,TIGER 미국S&P500선물(H),51565.0,455.0,-0.87%,0.0,,,
484.0,KODEX 코스피,26540.0,70.0,-0.26%,0.0,,,
485.0,SK증권,631.0,2.0,-0.32%,500.0,12507.0,64648.0,179.0
486.0,현대퓨처넷,2690.0,35.0,-1.28%,500.0,1542.0,9153.0,95.0
487.0,TIGER 중장기국채,48420.0,65.0,-0.13%,0.0,,,
488.0,이연제약,16400.0,530.0,+3.34%,500.0,1540.0,4847.0,96.0
489.0,모토닉,8900.0,30.0,-0.34%,500.0,2239.0,4641.0,138.0
490.0,TIGER 미국배당다우존스,10345.0,65.0,-0.62%,0.0,,,
491.0,동화약품,10450.0,440.0,+4.40%,1000.0,3404.0,4611.0,299.0
492.0,지역난방공사,25050.0,50.0,-0.20%,5000.0,41730.0,74781.0,-4039.0
493.0,JW홀딩스,3990.0,145.0,+3.77%,500.0,8645.0,11576.0,1033.0
494.0,한국쉘석유,222000.0,0.0,0.00%,5000.0,3016.0,1723.0,351.0
495.0,KISCO홀딩스,17820.0,120.0,+0.68%,1000.0,18106.0,17359.0,1979.0
496.0,락앤락,5730.0,60.0,-1.04%,500.0,5212.0,7085.0,23.0
497.0,ACE 베트남VN30(합성),19130.0,100.0,-0.52%,0.0,,,
498.0,동국씨엠,9590.0,50.0,+0.52%,5000.0,,,
499.0,수산인더스트리,20050.0,150.0,-0.74%,200.0,3035.0,5772.0,506.0
500.0,TIGER 리츠부동산인프라,4485.0,5.0,-0.11%,0.0,,,
501.0,TYM,6270.0,120.0,-1.88%,2500.0,11661.0,7821.0,1220.0
502.0,한미글로벌,25600.0,100.0,-0.39%,500.0,3744.0,3731.0,307.0
503.0,한전산업,8580.0,500.0,-5.51%,500.0,3460.0,1578.0,187.0
504.0,도화엔지니어링,8210.0,80.0,-0.97%,500.0,5558.0,5226.0,119.0
505.0,웅진씽크빅,2390.0,30.0,+1.27%,500.0,9333.0,7908.0,276.0
506.0,잇츠한불,12560.0,10.0,-0.08%,500.0,1307.0,4862.0,48.0
507.0,에스엠벡셀,2475.0,60.0,+2.48%,500.0,1368.0,1496.0,34.0
508.0,스틱인베스트먼트,6530.0,30.0,+0.46%,500.0,604.0,2539.0,103.0
509.0,DL건설,12110.0,60.0,-0.49%,5000.0,19624.0,17468.0,811.0
510.0,신성통상,1858.0,0.0,0.00%,500.0,14658.0,10228.0,1399.0
511.0,제일약품,18140.0,590.0,+3.36%,500.0,7222.0,4569.0,-135.0
512.0,KODEX 미국채울트라30년선물(H),8205.0,200.0,-2.38%,0.0,,,
513.0,KODEX 미국달러SOFR금리액티브(합성),10145.0,0.0,0.00%,0.0,,,
514.0,현대차증권,8270.0,20.0,+0.24%,5000.0,11860.0,102331.0,1146.0
515.0,ARIRANG 종합채권(AA-이상)액티브,102010.0,0.0,0.00%,0.0,,,
516.0,KBSTAR 미국나스닥100,14820.0,205.0,-1.36%,0.0,,,
517.0,한국철강,6130.0,60.0,-0.97%,1000.0,10642.0,9387.0,1215.0
518.0,AK홀딩스,19580.0,20.0,-0.10%,5000.0,37880.0,50043.0,-218.0
519.0,SOL 미국배당다우존스,9500.0,35.0,-0.37%,0.0,,,
520.0,경방,9460.0,70.0,-0.73%,500.0,3892.0,12483.0,319.0
521.0,환인제약,13940.0,50.0,+0.36%,500.0,1989.0,3694.0,298.0
522.0,종근당홀딩스,51700.0,900.0,+1.77%,2500.0,9090.0,13764.0,-329.0
523.0,대한제당,2885.0,70.0,-2.37%,500.0,13781.0,12195.0,381.0
524.0,BYC,414000.0,2500.0,-0.60%,5000.0,1697.0,6689.0,253.0
525.0,SNT홀딩스,15860.0,60.0,-0.38%,500.0,16295.0,25584.0,1447.0
526.0,한농화성,16470.0,270.0,-1.61%,500.0,2394.0,2254.0,45.0
527.0,SOL 2차전지소부장Fn,11165.0,195.0,+1.78%,0.0,,,
528.0,광주신세계,32250.0,50.0,-0.15%,1000.0,1849.0,9135.0,656.0
529.0,KBSTAR Fn수소경제테마,9715.0,60.0,-0.61%,0.0,,,
530.0,삼양패키징,16120.0,60.0,+0.37%,5000.0,4074.0,6426.0,237.0
531.0,ACE 국고채10년,85775.0,180.0,-0.21%,0.0,,,
532.0,한솔제지,10660.0,140.0,-1.30%,5000.0,24580.0,22100.0,1302.0
533.0,케이씨,18670.0,170.0,+0.92%,500.0,8580.0,10046.0,1012.0
534.0,삼익THK,12050.0,50.0,+0.42%,500.0,3391.0,4440.0,206.0
535.0,한국콜마홀딩스,13620.0,80.0,-0.58%,500.0,6499.0,12691.0,330.0
536.0,대동,10470.0,80.0,-0.76%,1000.0,14637.0,17138.0,883.0
537.0,KODEX 23-12 국고채액티브,10285.0,10.0,+0.10%,0.0,,,
538.0,하나제약,13940.0,140.0,+1.01%,500.0,2108.0,3460.0,312.0
539.0,KODEX 삼성그룹밸류,9185.0,130.0,-1.40%,0.0,,,
540.0,에이프로젠바이오로직스,369.0,4.0,-1.07%,500.0,652.0,6761.0,-54.0
541.0,한화갤러리아,1267.0,24.0,-1.86%,500.0,,,
542.0,현대차3우B,102100.0,500.0,-0.49%,5000.0,,,
543.0,롯데하이마트,10380.0,330.0,+3.28%,5000.0,33368.0,24642.0,-520.0
544.0,대상홀딩스,6670.0,50.0,-0.74%,1000.0,52267.0,40153.0,1438.0
545.0,CJ4우(전환),57000.0,200.0,+0.35%,5000.0,,,
546.0,일진다이아,16890.0,420.0,-2.43%,1000.0,1868.0,5993.0,33.0
547.0,대성홀딩스,14870.0,210.0,-1.39%,1000.0,12532.0,13913.0,70.0
548.0,웰바이오텍,3045.0,205.0,-6.31%,500.0,1909.0,602.0,26.0
549.0,사조대림,25850.0,500.0,+1.97%,5000.0,20188.0,11683.0,977.0
550.0,동양,987.0,20.0,+2.07%,500.0,7677.0,9836.0,79.0
551.0,TIGER 일본니케이225,17530.0,400.0,-2.23%,0.0,,,
552.0,코오롱모빌리티그룹,3745.0,0.0,0.00%,500.0,,,
553.0,TIGER 차이나CSI300,9540.0,65.0,+0.69%,0.0,,,
554.0,동성케미컬,4660.0,40.0,-0.85%,1000.0,11401.0,8995.0,554.0
555.0,신세계 I&C,13460.0,240.0,-1.75%,500.0,5969.0,4829.0,375.0
556.0,코오롱글로벌,12200.0,160.0,-1.29%,5000.0,26021.0,28341.0,1667.0
557.0,테이팩스,48450.0,350.0,-0.72%,500.0,1823.0,1976.0,255.0
558.0,KIB플러그에너지,970.0,7.0,-0.72%,500.0,1057.0,1927.0,129.0
559.0,ACE 미국30년국채액티브(H),8990.0,240.0,-2.60%,0.0,,,
560.0,아주스틸,8650.0,60.0,+0.70%,500.0,10562.0,7602.0,46.0
561.0,성신양회,9330.0,40.0,+0.43%,5000.0,10304.0,11876.0,18.0
562.0,한국금융지주우,39000.0,0.0,0.00%,5000.0,,,
563.0,세방,11820.0,20.0,-0.17%,500.0,12904.0,12810.0,451.0
564.0,대덕,6730.0,0.0,0.00%,500.0,16619.0,19034.0,1969.0
565.0,KBSTAR 미국S&P500,12810.0,100.0,-0.77%,0.0,,,
566.0,삼영무역,12320.0,20.0,+0.16%,500.0,4925.0,6242.0,194.0
567.0,신대양제지,5630.0,50.0,-0.88%,500.0,6764.0,8845.0,509.0
568.0,코오롱,17940.0,120.0,+0.67%,5000.0,56599.0,44775.0,3110.0
569.0,일신방직,9730.0,0.0,0.00%,500.0,5931.0,11767.0,-160.0
570.0,NPC,6110.0,80.0,-1.29%,500.0,5446.0,5273.0,235.0
571.0,넥센,4190.0,10.0,+0.24%,500.0,30040.0,47269.0,-225.0
572.0,미원홀딩스,96600.0,100.0,-0.10%,500.0,4993.0,4859.0,228.0
573.0,KBSTAR ESG사회책임투자,10790.0,35.0,-0.32%,0.0,,,
574.0,만호제강,53800.0,12400.0,+29.95%,1000.0,2537.0,2570.0,2.0
575.0,부국증권,21500.0,200.0,+0.94%,5000.0,9834.0,14814.0,605.0
576.0,디아이,7860.0,0.0,0.00%,500.0,2310.0,2746.0,112.0
577.0,ACE 단기통안채,102215.0,40.0,+0.04%,0.0,,,
578.0,TIGER 반도체,35495.0,285.0,+0.81%,0.0,,,
579.0,JW생명과학,13980.0,280.0,+2.04%,2500.0,1889.0,2529.0,271.0
580.0,GS글로벌,2665.0,65.0,-2.38%,2500.0,50709.0,14194.0,705.0
581.0,세종공업,7900.0,280.0,-3.42%,500.0,18589.0,11494.0,321.0
582.0,대한제분,128900.0,1400.0,+1.10%,5000.0,13682.0,13184.0,433.0
583.0,SOL 반도체소부장Fn,12920.0,160.0,+1.25%,0.0,,,
584.0,대교,2555.0,20.0,+0.79%,500.0,6831.0,6667.0,-500.0
585.0,한솔테크닉스,6730.0,40.0,-0.59%,5000.0,16474.0,10719.0,551.0
586.0,두산우,54000.0,600.0,-1.10%,5000.0,,,
587.0,TIGER 23-12 국공채액티브,205775.0,110.0,+0.05%,0.0,,,
588.0,태경비케이,7770.0,230.0,-2.87%,500.0,3451.0,3612.0,319.0
589.0,동국홀딩스,13400.0,280.0,-2.05%,5000.0,85111.0,64512.0,7435.0
590.0,현대비앤지스틸,14130.0,700.0,-4.72%,5000.0,12812.0,8578.0,335.0
591.0,무림P&P,3410.0,0.0,0.00%,2500.0,7741.0,16041.0,683.0
592.0,자이에스앤디,5450.0,40.0,-0.73%,1000.0,24790.0,19527.0,1989.0
593.0,덕양산업,6480.0,180.0,-2.70%,500.0,15420.0,5202.0,307.0
594.0,키다리스튜디오,5700.0,0.0,0.00%,500.0,1694.0,3788.0,43.0
595.0,KPX케미칼,43500.0,1000.0,-2.25%,5000.0,9836.0,7768.0,465.0
596.0,현대지에프홀딩스,3295.0,45.0,+1.38%,500.0,39232.0,31851.0,600.0
597.0,KPX홀딩스,49600.0,50.0,-0.10%,5000.0,12404.0,18199.0,555.0
598.0,대창단조,7330.0,150.0,-2.01%,500.0,4215.0,3382.0,499.0
599.0,하이트진로홀딩스,9010.0,50.0,+0.56%,5000.0,24843.0,39450.0,2025.0
600.0,다올투자증권,3410.0,15.0,+0.44%,5000.0,18420.0,95037.0,1070.0
601.0,TIGER 헬스케어,27660.0,905.0,+3.38%,0.0,,,
602.0,삼성전기우,71000.0,1900.0,-2.61%,5000.0,,,
603.0,이구산업,6170.0,40.0,-0.64%,500.0,4296.0,3372.0,137.0
604.0,삼성 인버스 2X 코스닥150 선물 ETN,6860.0,415.0,-5.70%,0.0,,,
605.0,일진홀딩스,4170.0,130.0,-3.02%,1000.0,14339.0,15861.0,449.0
606.0,KBSTAR 200TR,18395.0,115.0,-0.62%,0.0,,,
607.0,S-Oil우,50600.0,300.0,+0.60%,2500.0,,,
608.0,디아이씨,5210.0,170.0,-3.16%,500.0,6959.0,6482.0,313.0
609.0,금호건설,5480.0,20.0,-0.36%,5000.0,20485.0,16912.0,559.0
610.0,QV KIS CD금리투자 ETN,50625.0,0.0,0.00%,0.0,,,
611.0,AJ네트웍스,4315.0,10.0,+0.23%,1000.0,12084.0,14814.0,754.0
612.0,태경산업,6880.0,140.0,-1.99%,500.0,7334.0,6250.0,549.0
613.0,사조산업,40150.0,350.0,+0.88%,5000.0,6610.0,11666.0,552.0
614.0,삼성제약,2975.0,95.0,+3.30%,500.0,518.0,1179.0,-140.0
615.0,서연,8490.0,50.0,+0.59%,500.0,32515.0,23235.0,1886.0
616.0,TIGER KRX BBIG K-뉴딜,6950.0,85.0,+1.24%,0.0,,,
617.0,ARIRANG 코스피TR,13825.0,15.0,-0.11%,0.0,,,
618.0,흥국화재,3090.0,45.0,+1.48%,5000.0,45289.0,139661.0,1860.0
619.0,디앤디플랫폼리츠,3070.0,0.0,0.00%,1000.0,208.0,8680.0,111.0
620.0,경농,10110.0,120.0,+1.20%,500.0,3616.0,4486.0,410.0
621.0,대성에너지,7170.0,40.0,-0.55%,1000.0,10209.0,8345.0,9.0
622.0,HDC랩스,7590.0,0.0,0.00%,500.0,6107.0,3826.0,123.0
623.0,KSS해운,8510.0,70.0,+0.83%,500.0,4454.0,16592.0,695.0
624.0,KBSTAR IT플러스,19275.0,10.0,-0.05%,0.0,,,
625.0,그린케미칼,8060.0,100.0,-1.23%,500.0,3249.0,1966.0,172.0
626.0,LG우,63900.0,200.0,-0.31%,5000.0,,,
627.0,대창,2115.0,488.0,+29.99%,500.0,14413.0,8402.0,91.0
628.0,KODEX K-메타버스액티브,8415.0,75.0,-0.88%,0.0,,,
629.0,교촌에프앤비,7710.0,30.0,-0.39%,500.0,5175.0,3050.0,88.0
630.0,예스코홀딩스,32100.0,100.0,+0.31%,5000.0,14715.0,14914.0,3.0
631.0,제일파마홀딩스,11990.0,560.0,+4.90%,500.0,7930.0,8657.0,-75.0
632.0,금호석유우,63200.0,500.0,-0.78%,5000.0,,,
633.0,우진,9380.0,420.0,-4.29%,500.0,1241.0,2271.0,119.0
634.0,선진,7990.0,10.0,-0.12%,500.0,18708.0,13336.0,706.0
635.0,SOL 200TR,12160.0,75.0,-0.61%,0.0,,,
636.0,KBSTAR 단기종합채권(AA-이상)액티브,104875.0,30.0,+0.03%,0.0,,,
637.0,KODEX 미국나스닥100레버리지(합성 H),7305.0,225.0,-2.99%,0.0,,,
638.0,KOSEF 인도Nifty50(합성),19745.0,130.0,-0.65%,0.0,,,
